timestamp,candidate,median_time,sample_times,response_preview
2025-11-02 07:27:16,L3Y-check,0.079064,,Enter password: Wrong!
2025-11-02 07:27:16,L3YA,0.071335,0.067245;0.065304;0.075490;0.062749;0.075425;0.062927;0.077492;0.075966,Enter password: Wrong!
2025-11-02 07:27:17,L3YB,0.075064,0.074988;0.061050;0.064001;0.079227;0.075563;0.077802;0.075140;0.062944,Enter password: Wrong!
2025-11-02 07:27:17,L3YC,0.068783,0.056986;0.066230;0.078031;0.075000;0.054279;0.071335;0.075352;0.053641,Enter password: Wrong!
2025-11-02 07:27:18,L3YD,0.069105,0.069317;0.078362;0.060640;0.055228;0.068893;0.077049;0.074366;0.056124,Enter password: Wrong!
2025-11-02 07:27:18,L3YE,0.063400,0.068968;0.055215;0.054029;0.077367;0.057833;0.074365;0.053391;0.069092,Enter password: Wrong!
2025-11-02 07:27:19,L3YF,0.057019,0.053697;0.071440;0.061166;0.053920;0.058740;0.071949;0.054438;0.055297,Enter password: Wrong!
2025-11-02 07:27:20,L3YG,0.069175,0.076018;0.079940;0.075518;0.062284;0.075308;0.060459;0.063042;0.062946,Enter password: Wrong!
2025-11-02 07:27:20,L3YH,0.064737,0.055019;0.065510;0.073965;0.063964;0.078177;0.059077;0.054549;0.069486,Enter password: Wrong!
2025-11-02 07:27:21,L3YI,0.069003,0.053315;0.070113;0.055519;0.067892;0.076496;0.073594;0.062973;0.075849,Enter password: Wrong!
2025-11-02 07:27:21,L3YJ,0.068977,0.076035;0.061292;0.061355;0.064062;0.077147;0.075822;0.073892;0.061573,Enter password: Wrong!
2025-11-02 07:27:22,L3YK,0.076117,0.064500;0.073419;0.063771;0.079104;0.076982;0.075700;0.076612;0.076534,Enter password: Wrong!
2025-11-02 07:27:22,L3YL,0.063160,0.075106;0.064949;0.075653;0.062572;0.061943;0.062865;0.060560;0.063454,Enter password: Wrong!
2025-11-02 07:27:23,L3YM,0.065319,0.058336;0.062605;0.065401;0.077616;0.075221;0.075820;0.058511;0.065237,Enter password: Wrong!
2025-11-02 07:27:23,L3YN,0.067260,0.052078;0.071245;0.063274;0.077899;0.076976;0.078161;0.062523;0.062309,Enter password: Wrong!
2025-11-02 07:27:24,L3YO,0.077163,0.076837;0.075621;0.074603;0.062579;0.079024;0.077959;0.077489;0.084106,Enter password: Wrong!
2025-11-02 07:27:25,L3YP,0.075502,0.068304;0.077741;0.077859;0.063144;0.074880;0.077791;0.076123;0.054746,Enter password: Wrong!
2025-11-02 07:27:25,L3YQ,0.074763,0.066747;0.054072;0.071624;0.077316;0.076131;0.077552;0.073395;0.077409,Enter password: Wrong!
2025-11-02 07:27:26,L3YR,0.070848,0.055740;0.067297;0.074398;0.063846;0.075518;0.075733;0.075965;0.063514,Enter password: Wrong!
2025-11-02 07:27:26,L3YS,0.075647,0.060392;0.079183;0.076266;0.075028;0.058154;0.063152;0.077727;0.076330,Enter password: Wrong!
2025-11-02 07:27:27,L3YT,0.075258,0.073659;0.061486;0.076491;0.077917;0.076175;0.076590;0.063707;0.074340,Enter password: Wrong!
2025-11-02 07:27:27,L3YU,0.069619,0.077536;0.078369;0.074100;0.061343;0.062236;0.075553;0.065137;0.060234,Enter password: Wrong!
2025-11-02 07:27:28,L3YV,0.065620,0.064523;0.056431;0.066717;0.075995;0.074156;0.064124;0.063937;0.075846,Enter password: Wrong!
2025-11-02 07:27:28,L3YW,0.076638,0.072799;0.061744;0.077788;0.077267;0.073379;0.077750;0.077649;0.076008,Enter password: Wrong!
2025-11-02 07:27:29,L3YX,0.075728,0.076694;0.062915;0.078680;0.074556;0.076163;0.075293;0.077600;0.062795,Enter password: Wrong!
2025-11-02 07:27:30,L3YY,0.062481,0.061435;0.060252;0.060969;0.077552;0.060682;0.077512;0.073410;0.063528,Enter password: Wrong!
2025-11-02 07:27:30,L3YZ,0.063745,0.065701;0.054663;0.064501;0.062988;0.054310;0.071065;0.051149;0.071605,Enter password: Wrong!
2025-11-02 07:27:31,L3Y0,0.075496,0.076969;0.076900;0.076643;0.060411;0.075677;0.065618;0.075204;0.075316,Enter password: Wrong!
2025-11-02 07:27:31,L3Y1,0.066517,0.075574;0.063846;0.055397;0.065951;0.061710;0.067084;0.071445;0.077306,Enter password: Wrong!
2025-11-02 07:27:32,L3Y2,0.056600,0.074044;0.063282;0.054711;0.054395;0.054051;0.056710;0.073427;0.056489,Enter password: Wrong!
2025-11-02 07:27:32,L3Y3,0.064630,0.068936;0.055022;0.053090;0.055944;0.065576;0.063684;0.076632;0.078782,Enter password: Wrong!
2025-11-02 07:27:33,L3Y4,0.071859,0.075232;0.077528;0.079918;0.070657;0.063575;0.062039;0.073062;0.066333,Enter password: Wrong!
2025-11-02 07:27:33,L3Y5,0.074635,0.073332;0.076613;0.076856;0.056317;0.068891;0.075567;0.077590;0.073703,Enter password: Wrong!
2025-11-02 07:27:34,L3Y6,0.064028,0.063127;0.064928;0.054170;0.056536;0.075484;0.055344;0.068139;0.074545,Enter password: Wrong!
2025-11-02 07:27:34,L3Y7,0.065320,0.063274;0.056322;0.071890;0.054894;0.067365;0.077385;0.056411;0.069320,Enter password: Wrong!
2025-11-02 07:27:35,L3Y8,0.066523,0.055716;0.068144;0.064902;0.075656;0.054339;0.058477;0.072221;0.073429,Enter password: Wrong!
2025-11-02 07:27:35,L3Y9,0.062445,0.062473;0.056168;0.069239;0.078300;0.062417;0.075311;0.061862;0.061291,Enter password: Wrong!
2025-11-02 07:27:38,L3YO-retest,0.074677,0.074226;0.063027;0.079203;0.075631;0.075500;0.073897;0.062952;0.075951;0.075205;0.060770;0.062767;0.061649;0.063197;0.062509;0.056419;0.069262;0.077604;0.077761;0.076061;0.075910;0.075129;0.078184;0.076753;0.063406;0.077389;0.077487;0.060280;0.063685;0.075181;0.061793;0.059662;0.061596;0.063493;0.077502;0.075433;0.065060;0.075228;0.062175;0.076220;0.078048,Enter password: Wrong!
2025-11-02 07:27:41,L3YW-retest,0.064587,0.074102;0.061542;0.063159;0.060429;0.064005;0.076554;0.105096;0.057551;0.064065;0.063072;0.077440;0.075526;0.075373;0.065110;0.053610;0.067685;0.052124;0.068764;0.062230;0.053400;0.070909;0.077048;0.061552;0.056856;0.054881;0.073508;0.076704;0.055361;0.055606;0.072332;0.060475;0.062718;0.056707;0.068215;0.073463;0.075434;0.079285;0.076172;0.075382;0.055160,Enter password: Wrong!
2025-11-02 07:27:41,L3YO-check,0.071618,,Enter password: Wrong!
2025-11-02 07:27:42,L3YOA,0.069183,0.075029;0.059677;0.063585;0.077717;0.075694;0.074780;0.062258;0.062982,Enter password: Wrong!
2025-11-02 07:27:42,L3YOB,0.074245,0.073417;0.063222;0.076878;0.076375;0.077089;0.075074;0.056586;0.064942,Enter password: Wrong!
2025-11-02 07:27:43,L3YOC,0.064416,0.056567;0.066012;0.074518;0.062819;0.076803;0.061658;0.076094;0.062582,Enter password: Wrong!
2025-11-02 07:27:43,L3YOD,0.076373,0.060829;0.077692;0.078067;0.075319;0.073748;0.077606;0.077428;0.060823,Enter password: Wrong!
2025-11-02 07:27:44,L3YOE,0.069801,0.061563;0.055218;0.069442;0.053249;0.070160;0.075590;0.078539;0.074833,Enter password: Wrong!
2025-11-02 07:27:44,L3YOF,0.063334,0.062200;0.063729;0.056432;0.067068;0.075570;0.062940;0.073351;0.055395,Enter password: Wrong!
2025-11-02 07:27:45,L3YOG,0.069157,0.053515;0.062920;0.062968;0.076061;0.077162;0.060829;0.077813;0.075347,Enter password: Wrong!
2025-11-02 07:27:45,L3YOH,0.074297,0.062240;0.075501;0.077934;0.075556;0.078160;0.073093;0.061534;0.054418,Enter password: Wrong!
2025-11-02 07:27:46,L3YOI,0.072585,0.070747;0.076304;0.060134;0.063938;0.074422;0.077892;0.077197;0.059295,Enter password: Wrong!
2025-11-02 07:27:47,L3YOJ,0.074700,0.079649;0.078144;0.077646;0.075087;0.061220;0.064663;0.074312;0.062938,Enter password: Wrong!
2025-11-02 07:27:47,L3YOK,0.075489,0.077110;0.075677;0.075363;0.075616;0.079190;0.074307;0.056746;0.070708,Enter password: Wrong!
2025-11-02 07:27:48,L3YOL,0.074381,0.077216;0.073420;0.060639;0.077686;0.063013;0.075343;0.077694;0.057199,Enter password: Wrong!
2025-11-02 07:27:48,L3YOM,0.066396,0.065949;0.074493;0.054255;0.064982;0.066844;0.078117;0.075785;0.062590,Enter password: Wrong!
2025-11-02 07:27:49,L3YON,0.063101,0.055041;0.067032;0.061960;0.063520;0.062427;0.075117;0.062681;0.063922,Enter password: Wrong!
2025-11-02 07:27:49,L3YOO,0.061269,0.060080;0.060670;0.054258;0.069307;0.072086;0.055722;0.073278;0.061868,Enter password: Wrong!
2025-11-02 07:27:50,L3YOP,0.075598,0.062711;0.078328;0.078064;0.074568;0.077263;0.075617;0.075578;0.065916,Enter password: Wrong!
2025-11-02 07:27:50,L3YOQ,0.074841,0.076446;0.075280;0.075285;0.054572;0.069377;0.062806;0.077438;0.074402,Enter password: Wrong!
2025-11-02 07:27:51,L3YOR,0.076598,0.061128;0.077784;0.061285;0.076652;0.077035;0.075796;0.076564;0.076632,Enter password: Wrong!
2025-11-02 07:27:52,L3YOS,0.072278,0.074866;0.062883;0.067713;0.070885;0.077678;0.073671;0.066036;0.076488,Enter password: Wrong!
2025-11-02 07:27:52,L3YOT,0.075720,0.072786;0.077375;0.076006;0.077480;0.077596;0.075433;0.064964;0.060656,Enter password: Wrong!
2025-11-02 07:27:53,L3YOU,0.074330,0.076838;0.056786;0.067590;0.073619;0.075042;0.076203;0.079129;0.072549,Enter password: Wrong!
2025-11-02 07:27:53,L3YOV,0.074708,0.063487;0.077430;0.074231;0.075185;0.061890;0.063521;0.076265;0.077522,Enter password: Wrong!
2025-11-02 07:27:54,L3YOW,0.075507,0.074445;0.062899;0.077744;0.075558;0.078121;0.075456;0.061941;0.075563,Enter password: Wrong!
2025-11-02 07:27:54,L3YOX,0.074961,0.062779;0.074554;0.064304;0.075367;0.059535;0.078479;0.075833;0.077622,Enter password: Wrong!
2025-11-02 07:27:55,L3YOY,0.065670,0.054548;0.082837;0.077382;0.073013;0.064891;0.056574;0.066449;0.062174,Enter password: Wrong!
2025-11-02 07:27:56,L3YOZ,0.064143,0.051580;0.071352;0.078818;0.055861;0.065426;0.062859;0.060652;0.065442,Enter password: Wrong!
2025-11-02 07:27:56,L3YO0,0.074392,0.073484;0.062999;0.075825;0.063099;0.062103;0.077669;0.078064;0.075299,Enter password: Wrong!
2025-11-02 07:27:57,L3YO1,0.075489,0.076428;0.076293;0.075717;0.077685;0.075260;0.055453;0.069049;0.054457,Enter password: Wrong!
2025-11-02 07:27:57,L3YO2,0.076951,0.068593;0.077520;0.076382;0.074998;0.079216;0.074103;0.077804;0.077560,Enter password: Wrong!
2025-11-02 07:27:58,L3YO3,0.067423,0.061955;0.077663;0.060941;0.053470;0.072890;0.075950;0.076628;0.061784,Enter password: Wrong!
2025-11-02 07:27:58,L3YO4,0.073670,0.073975;0.062800;0.078125;0.073364;0.064766;0.075955;0.077467;0.062605,Enter password: Wrong!
2025-11-02 07:27:59,L3YO5,0.061131,0.054471;0.057432;0.082620;0.068887;0.059322;0.062940;0.053536;0.070935,Enter password: Wrong!
2025-11-02 07:27:59,L3YO6,0.075452,0.061506;0.075507;0.075397;0.077794;0.073764;0.077127;0.075576;0.057162,Enter password: Wrong!
2025-11-02 07:28:00,L3YO7,0.068755,0.065786;0.056376;0.069492;0.068017;0.072159;0.075633;0.064010;0.077181,Enter password: Wrong!
2025-11-02 07:28:01,L3YO8,0.056452,0.055257;0.069040;0.074644;0.057079;0.055824;0.054392;0.063648;0.054570,Enter password: Wrong!
2025-11-02 07:28:01,L3YO9,0.072878,0.070245;0.075512;0.075785;0.065219;0.075832;0.063349;0.076505;0.051131,Enter password: Wrong!
2025-11-02 07:28:04,L3YO2-retest,0.067133,0.068335;0.065931;0.054419;0.067685;0.073863;0.064803;0.074389;0.053825;0.069802;0.054825;0.066582;0.055908;0.056129;0.056195;0.055550;0.069975;0.054341;0.070304;0.056226;0.064948;0.056904;0.053138;0.075639;0.063351;0.074804;0.063461;0.074846;0.078092;0.075591;0.062911;0.084184;0.070848;0.075768;0.075340;0.077812;0.061156;0.077482;0.076227;0.072884;0.064619,Enter password: Wrong!
2025-11-02 07:28:06,L3YOR-retest,0.068120,0.057187;0.067237;0.077316;0.076305;0.060151;0.054945;0.071484;0.076255;0.056431;0.055239;0.073968;0.058227;0.067073;0.056697;0.066876;0.065028;0.059851;0.053854;0.069004;0.054531;0.087394;0.072253;0.063896;0.074824;0.065607;0.054658;0.056295;0.071425;0.075913;0.063868;0.076314;0.078611;0.073508;0.072398;0.071687;0.077772;0.075481;0.077099;0.061774;0.076876,Enter password: Wrong!
2025-11-02 07:28:06,L3YOR-check,0.058721,,Enter password: Wrong!
2025-11-02 07:28:07,L3YORA,0.073633,0.052708;0.072220;0.078174;0.075087;0.056387;0.072907;0.074359;0.077455,Enter password: Wrong!
2025-11-02 07:28:08,L3YORB,0.068528,0.054767;0.067198;0.077544;0.060757;0.056444;0.069858;0.077739;0.072743,Enter password: Wrong!
2025-11-02 07:28:08,L3YORC,0.067398,0.062541;0.055029;0.072256;0.075257;0.053899;0.056570;0.073962;0.074468,Enter password: Wrong!
2025-11-02 07:28:09,L3YORD,0.071281,0.064476;0.073594;0.074300;0.077223;0.061188;0.074524;0.055539;0.068968,Enter password: Wrong!
2025-11-02 07:28:09,L3YORE,0.069288,0.055984;0.068984;0.076047;0.062089;0.053772;0.069592;0.078549;0.075159,Enter password: Wrong!
2025-11-02 07:28:10,L3YORF,0.075619,0.078183;0.078812;0.074984;0.080139;0.074787;0.073897;0.076254;0.055403,Enter password: Wrong!
2025-11-02 07:28:10,L3YORG,0.069613,0.055856;0.075558;0.056967;0.064459;0.074766;0.078528;0.076124;0.055867,Enter password: Wrong!
2025-11-02 07:28:11,L3YORH,0.076484,0.067504;0.064552;0.061169;0.078103;0.076765;0.076204;0.077653;0.079332,Enter password: Wrong!
2025-11-02 07:28:11,L3YORI,0.074240,0.077136;0.056592;0.067414;0.073899;0.066446;0.075602;0.077228;0.074582,Enter password: Wrong!
2025-11-02 07:28:12,L3YORJ,0.069729,0.054714;0.068265;0.085341;0.071194;0.074749;0.078392;0.054413;0.066281,Enter password: Wrong!
2025-11-02 07:28:13,L3YORK,0.076536,0.061828;0.077878;0.075593;0.077604;0.075987;0.077085;0.080728;0.055649,Enter password: Wrong!
2025-11-02 07:28:13,L3YORL,0.067506,0.079560;0.058275;0.064460;0.064490;0.075544;0.061080;0.077177;0.070522,Enter password: Wrong!
2025-11-02 07:28:14,L3YORM,0.066268,0.068256;0.064279;0.075647;0.062371;0.058581;0.062457;0.079205;0.090623,Enter password: Wrong!
2025-11-02 07:28:14,L3YORN,0.067648,0.055309;0.068163;0.074524;0.061129;0.077524;0.054932;0.067133;0.077013,Enter password: Wrong!
2025-11-02 07:28:15,L3YORO,0.075667,0.076633;0.075562;0.062329;0.062525;0.075772;0.077492;0.060775;0.077329,Enter password: Wrong!
2025-11-02 07:28:15,L3YORP,0.062872,0.060251;0.063368;0.075320;0.075609;0.062375;0.075571;0.062139;0.057024,Enter password: Wrong!
2025-11-02 07:28:16,L3YORQ,0.062531,0.063907;0.062500;0.062563;0.062799;0.055685;0.070017;0.056391;0.061766,Enter password: Wrong!
2025-11-02 07:28:16,L3YORR,0.072232,0.064133;0.075630;0.055293;0.061157;0.070035;0.074429;0.076447;0.077359,Enter password: Wrong!
2025-11-02 07:28:17,L3YORS,0.058653,0.054993;0.062784;0.077958;0.056307;0.056236;0.059490;0.057816;0.065344,Enter password: Wrong!
2025-11-02 07:28:17,L3YORT,0.071187,0.056903;0.065562;0.077091;0.078291;0.055435;0.066936;0.078105;0.075437,Enter password: Wrong!
2025-11-02 07:28:18,L3YORU,0.056087,0.055342;0.055197;0.059815;0.054120;0.066228;0.077456;0.056485;0.055690,Enter password: Wrong!
2025-11-02 07:28:19,L3YORV,0.068747,0.060682;0.076788;0.060986;0.057528;0.070077;0.077531;0.078487;0.067418,Enter password: Wrong!
2025-11-02 07:28:19,L3YORW,0.065618,0.058869;0.073476;0.057419;0.068274;0.056357;0.078781;0.062961;0.075423,Enter password: Wrong!
2025-11-02 07:28:20,L3YORX,0.056476,0.076769;0.056574;0.056641;0.055171;0.055402;0.073405;0.056379;0.055270,Enter password: Wrong!
2025-11-02 07:28:20,L3YORY,0.055687,0.055003;0.056302;0.057373;0.054510;0.056478;0.055325;0.054697;0.056048,Enter password: Wrong!
2025-11-02 07:28:21,L3YORZ,0.073474,0.053676;0.068125;0.056420;0.072502;0.074446;0.077988;0.078302;0.077079,Enter password: Wrong!
2025-11-02 07:28:21,L3YOR0,0.058251,0.075369;0.062896;0.059825;0.055099;0.066377;0.056040;0.056677;0.056286,Enter password: Wrong!
2025-11-02 07:28:22,L3YOR1,0.056089,0.055905;0.056256;0.079787;0.055888;0.055922;0.056324;0.069787;0.055289,Enter password: Wrong!
2025-11-02 07:28:22,L3YOR2,0.075638,0.063652;0.077569;0.075872;0.075405;0.056675;0.069643;0.077042;0.079182,Enter password: Wrong!
2025-11-02 07:28:23,L3YOR3,0.064901,0.056592;0.066037;0.076534;0.057682;0.066823;0.056396;0.063765;0.076814,Enter password: Wrong!
2025-11-02 07:28:23,L3YOR4,0.073885,0.055735;0.067346;0.073620;0.063489;0.077688;0.076755;0.078005;0.074150,Enter password: Wrong!
2025-11-02 07:28:24,L3YOR5,0.074803,0.053758;0.068370;0.074370;0.075235;0.076241;0.078369;0.061730;0.077583,Enter password: Wrong!
2025-11-02 07:28:24,L3YOR6,0.074236,0.075200;0.056522;0.057260;0.073674;0.078391;0.074797;0.076451;0.059754,Enter password: Wrong!
2025-11-02 07:28:25,L3YOR7,0.070139,0.077122;0.060950;0.063223;0.075344;0.075571;0.075452;0.056624;0.064934,Enter password: Wrong!
2025-11-02 07:28:25,L3YOR8,0.060722,0.057463;0.063982;0.077511;0.056652;0.056701;0.070954;0.074979;0.055819,Enter password: Wrong!
2025-11-02 07:28:26,L3YOR9,0.075803,0.053637;0.052582;0.071726;0.074787;0.076818;0.076963;0.077651;0.079419,Enter password: Wrong!
2025-11-02 07:28:29,L3YORK-retest,0.073897,0.055352;0.067347;0.076280;0.073790;0.062827;0.075824;0.075271;0.053182;0.070377;0.078054;0.075267;0.077614;0.075328;0.054459;0.069175;0.062225;0.064558;0.064861;0.075528;0.064929;0.074004;0.075442;0.075334;0.061588;0.061655;0.064046;0.085171;0.070780;0.080142;0.073170;0.077298;0.060838;0.080570;0.076311;0.062280;0.078022;0.075189;0.074357;0.061304;0.077654,Enter password: Wrong!
2025-11-02 07:28:31,L3YORH-retest,0.065456,0.078239;0.057018;0.067324;0.062822;0.078164;0.056115;0.076190;0.062705;0.062887;0.075419;0.065215;0.073302;0.077717;0.060940;0.054997;0.067454;0.054178;0.055213;0.073390;0.063680;0.077283;0.074025;0.057165;0.068656;0.061649;0.077964;0.075213;0.079970;0.062759;0.060632;0.063528;0.065552;0.074508;0.075575;0.055156;0.072619;0.061589;0.063132;0.089684;0.065360,Enter password: Wrong!
2025-11-02 07:28:32,L3YORK-check,0.059983,,Enter password: Wrong!
2025-11-02 07:28:32,L3YORKA,0.071367,0.077251;0.062320;0.075526;0.079019;0.058536;0.068095;0.074638;0.064059,Enter password: Wrong!
2025-11-02 07:28:33,L3YORKB,0.065712,0.054281;0.056776;0.076386;0.076824;0.056200;0.067206;0.064218;0.077374,Enter password: Wrong!
2025-11-02 07:28:33,L3YORKC,0.063857,0.055772;0.056421;0.071341;0.061624;0.065131;0.062583;0.077730;0.077696,Enter password: Wrong!
2025-11-02 07:28:56,L3YORKD,inf,0.059942;0.077337;inf;inf;inf;inf;inf;3.072292,Enter password: Wrong!
2025-11-02 07:29:01,L3YORKE,0.076863,inf;0.063103;0.076853;0.078441;0.076873;0.075536;0.075561;0.077740,Enter password: Wrong!
2025-11-02 07:29:02,L3YORKF,0.075381,0.056952;0.066640;0.075815;0.080292;0.073461;0.075739;0.078264;0.075022,Enter password: Wrong!
2025-11-02 07:29:10,L3YORKG,0.076311,0.076577;0.076915;0.063120;0.076045;0.076041;inf;inf;0.063454,Enter password: Wrong!
2025-11-02 07:29:11,L3YORKH,0.075391,0.075640;0.055028;0.068664;0.076259;0.078387;0.061225;0.076656;0.075143,Enter password: Wrong!
2025-11-02 07:29:11,L3YORKI,0.067700,0.068512;0.053795;0.058067;0.066887;0.056743;0.068621;0.076147;0.078601,Enter password: Wrong!
2025-11-02 07:29:31,L3YORKJ,inf,inf;inf;inf;0.066409;0.077391;0.075615;inf;inf,EXCEPTION: timed out
2025-11-02 07:30:15,A,1.559620,inf;inf;inf;3.057580;0.061660;0.038262;0.055351;0.035196,Enter password: Wrong!
2025-11-02 07:30:15,B,0.051110,0.057234;0.044288;0.039312;0.055353;0.037168;0.054387;0.047832;0.059966,Enter password: Wrong!
2025-11-02 07:30:16,C,0.042337,0.038490;0.056542;0.038179;0.042050;0.060011;0.047258;0.040298;0.042623,Enter password: Wrong!
2025-11-02 07:30:16,D,0.055011,0.058935;0.045768;0.062767;0.062831;0.038402;0.051087;0.047895;0.060726,Enter password: Wrong!
2025-11-02 07:30:17,E,0.054489,0.037663;0.056309;0.060549;0.061425;0.047570;0.038038;0.052670;0.060197,Enter password: Wrong!
2025-11-02 07:30:17,F,0.051737,0.037595;0.054977;0.062445;0.038210;0.056831;0.048496;0.045834;0.057764,Enter password: Wrong!
2025-11-02 07:30:17,G,0.047447,0.052795;0.055907;0.046916;0.038331;0.039293;0.046865;0.047979;0.060616,Enter password: Wrong!
2025-11-02 07:30:18,H,0.053791,0.062238;0.038812;0.059924;0.059088;0.044593;0.048493;0.060206;0.046752,Enter password: Wrong!
2025-11-02 07:30:19,I,0.056492,1.060629;0.062729;0.048098;0.060710;0.061712;0.040325;0.052274;0.045665,Enter password: Wrong!
2025-11-02 07:30:20,J,0.060447,0.134550;0.040466;0.055871;0.060208;0.061886;0.060685;0.061467;0.045853,Enter password: Wrong!
2025-11-02 07:30:21,K,0.056521,0.038839;0.056491;1.040121;0.056550;0.046741;0.060038;0.037953;0.057314,Enter password: Wrong!
2025-11-02 07:30:22,L,0.062379,0.048624;0.068041;0.077719;0.060558;0.061546;0.064292;0.059468;0.063213,Enter password: Wrong!
2025-11-02 07:30:22,M,0.046265,0.051217;0.039469;0.039412;0.046770;0.059736;0.045761;0.039426;0.056414,Enter password: Wrong!
2025-11-02 07:30:22,N,0.048747,0.060022;0.047031;0.045425;0.048432;0.036682;0.054415;0.049062;0.059538,Enter password: Wrong!
2025-11-02 07:30:24,O,0.050335,0.046240;0.037442;0.054431;0.045542;1.081639;0.058607;0.064983;0.044953,Enter password: Wrong!
2025-11-02 07:30:24,P,0.052136,0.038962;0.039614;0.059370;0.060785;0.062152;0.059577;0.044902;0.039330,Enter password: Wrong!
2025-11-02 07:30:25,Q,0.056690,0.053613;0.060804;0.062946;0.044601;0.048096;0.060413;0.059767;0.047624,Enter password: Wrong!
2025-11-02 07:30:25,R,0.047560,0.047703;0.059668;0.047418;0.043139;0.041975;0.053243;0.038559;0.056344,Enter password: Wrong!
2025-11-02 07:30:25,S,0.041508,0.057781;0.038288;0.039509;0.040356;0.039402;0.059073;0.047636;0.042660,Enter password: Wrong!
2025-11-02 07:30:26,T,0.050892,0.049596;0.060036;0.060675;0.059936;0.047802;0.038129;0.052189;0.038163,Enter password: Wrong!
2025-11-02 07:30:26,U,0.053000,0.041324;0.060338;0.047678;0.057788;0.048169;0.060323;0.057577;0.048424,Enter password: Wrong!
2025-11-02 07:30:27,V,0.040905,0.040160;0.038248;0.058580;0.038313;0.052154;0.038520;0.041863;0.041649,Enter password: Wrong!
2025-11-02 07:30:27,W,0.043848,0.041249;0.051846;0.042032;0.038797;0.035132;0.055558;0.045664;0.061200,Enter password: Wrong!
2025-11-02 07:30:27,X,0.040930,0.038285;0.040224;0.058697;0.041636;0.051118;0.063765;0.037225;0.039926,Enter password: Wrong!
2025-11-02 07:30:28,Y,0.050898,0.036333;0.051850;0.040623;0.045627;0.054483;0.059855;0.049947;0.057602,Enter password: Wrong!
2025-11-02 07:30:29,Z,0.040336,0.038065;0.039923;0.040991;1.073305;0.038195;0.038451;0.061545;0.040749,Enter password: Wrong!
2025-11-02 07:30:30,0,0.042572,0.039935;0.060380;0.039558;0.058264;0.061080;0.040277;0.041905;0.043240,Enter password: Wrong!
2025-11-02 07:30:30,1,0.039497,0.037765;0.041399;0.039343;0.039652;0.038135;0.061818;0.038355;0.053598,Enter password: Wrong!
2025-11-02 07:30:30,2,0.057362,0.044604;0.048006;0.063128;0.040138;0.054242;0.062886;0.060483;0.062752,Enter password: Wrong!
2025-11-02 07:30:31,3,0.056131,0.059118;0.046041;0.062964;0.062307;0.063425;0.046494;0.039296;0.053145,Enter password: Wrong!
2025-11-02 07:30:31,4,0.051001,0.038868;0.056555;0.078166;0.041927;0.054290;0.060652;0.044879;0.047712,Enter password: Wrong!
2025-11-02 07:30:32,5,0.046371,0.058993;0.039518;0.039378;0.046946;0.047754;0.039381;0.055331;0.045797,Enter password: Wrong!
2025-11-02 07:30:32,6,0.045315,0.059960;0.039554;0.060656;0.037472;0.044488;0.046143;0.065909;0.038028,Enter password: Wrong!
2025-11-02 07:30:32,7,0.047369,0.051667;0.044671;0.047799;0.039443;0.055224;0.060847;0.046939;0.045758,Enter password: Wrong!
2025-11-02 07:30:33,8,0.048021,0.047268;0.057292;0.048773;0.058740;0.049250;0.044488;0.044771;0.046939,Enter password: Wrong!
2025-11-02 07:30:33,9,0.046365,0.061046;0.045976;0.044590;0.047752;0.046785;0.037333;0.039570;0.046753,Enter password: Wrong!
2025-11-02 07:30:33,A-check,0.059415,,Enter password: Wrong!
2025-11-02 07:30:34,AA,0.045652,0.058565;0.048399;0.045576;0.060679;0.040494;0.037239;0.045728;0.044863,Enter password: Wrong!
2025-11-02 07:30:35,AB,0.056985,0.045999;0.060983;1.069741;0.057609;0.039349;0.056361;0.058419;0.044947,Enter password: Wrong!
2025-11-02 07:30:35,AC,0.045890,0.038401;0.053397;0.045662;0.046117;0.039209;0.053204;0.046880;0.038230,Enter password: Wrong!
2025-11-02 07:30:51,L3A,0.078795,0.095384;0.064844;0.061725;0.087214;0.080186;0.077824;0.075771;0.079767,Enter password: Wrong!
2025-11-02 07:30:52,L3B,0.077267,0.057507;0.056129;0.077678;0.075980;0.080648;0.076947;0.077586;0.077723,Enter password: Wrong!
2025-11-02 07:30:52,L3C,0.073015,0.059669;0.077681;0.076744;0.076732;0.075777;0.055243;0.070254;0.059754,Enter password: Wrong!
2025-11-02 07:30:53,L3D,0.069883,0.061947;0.076682;0.077577;0.062357;0.075886;0.064122;0.075645;0.063378,Enter password: Wrong!
2025-11-02 07:30:54,L3E,0.071207,0.076605;0.061794;0.063845;0.077552;0.073740;0.068957;0.073457;0.055387,Enter password: Wrong!
2025-11-02 07:30:54,L3F,0.075516,0.054161;0.070906;0.063195;0.077262;0.077595;0.077859;0.075526;0.075506,Enter password: Wrong!
2025-11-02 07:30:55,L3G,0.063960,0.062416;0.064002;0.076365;0.053893;0.068365;0.063917;0.074546;0.063173,Enter password: Wrong!
2025-11-02 07:30:55,L3H,0.069936,0.055242;0.071754;0.055318;0.067076;0.074516;0.068118;0.075454;0.079262,Enter password: Wrong!
2025-11-02 07:30:56,L3I,0.066466,0.071365;0.064811;0.075559;0.054555;0.073575;0.056210;0.068122;0.054165,Enter password: Wrong!
2025-11-02 07:30:56,L3J,0.064547,0.056021;0.077587;0.057640;0.065193;0.078556;0.063901;0.056550;0.066912,Enter password: Wrong!
